CustomerID,JoinDate,Age,Gender,MonthlySpend,TenureMonth,NumTransactions,PaymentMethod,Region,Churn
CUST00338,2025-03-19,47.0,,0,39,,E-Wallet,Jabodetabek,No
CUST00339,2024-07-10,38.0,,921202,51,33.0,Cash,Jabodetabek,No
CUST00340,2023-04-28,40.0,M,0,19,,Cash,Jawa Barat,Yes
CUST00341,2024-01-31,74.0,M,3083628,57,,E-Wallet,Jabodetabek,Yes
CUST00342,2024-06-10,70.0,Male,0,3,19.0,Credit Card,Jawa Barat,No
CUST00343,2025-05-05,52.0,Male,3442040,41,50.0,Debit Card,,No
CUST00344,2023-03-17,66.0,Male,0,46,22.0,Debit Card,Jawa Tengah,Yes
CUST00345,2024-03-19,66.0,M,0,27,,Credit Card,,No
CUST00346,2024-05-29,25.0,Male,4585364,38,3.0,E-Wallet,Jawa Tengah,No
CUST00347,2023-06-10,,,0,53,43.0,Debit Card,Jawa Barat,No
CUST00348,2024-07-20,,,3625069,57,,Debit Card,Jabodetabek,Yes
CUST00349,2023-08-05,65.0,F,4126489,6,20.0,Debit Card,Jawa Barat,No
CUST00350,2024-10-22,68.0,,1210075,12,43.0,Credit Card,Jawa Tengah,No
CUST00351,2023-05-12,,Female,3414014,38,,Credit Card,Jawa Tengah,No
CUST00352,2024-08-02,57.0,,0,22,,E-Wallet,Jawa Tengah,Yes
CUST00353,2025-05-10,45.0,M,1463718,46,,Debit Card,Jawa Tengah,No
CUST00354,2024-10-23,,,0,32,36.0,Credit Card,Jawa Tengah,Yes
CUST00355,2025-05-19,26.0,,4538354,5,47.0,Credit Card,,Yes
CUST00356,2024-01-10,55.0,F,3546552,58,,Debit Card,Jawa Tengah,Yes
CUST00357,2025-05-18,72.0,,0,24,33.0,Debit Card,Jawa Barat,Yes
CUST00358,2025-02-18,46.0,F,4543335,31,23.0,Debit Card,Jabodetabek,Yes
CUST00359,2024-04-10,34.0,Male,329551,34,,Credit Card,Jawa Tengah,No
CUST00360,2024-10-31,73.0,F,4750854,17,38.0,E-Wallet,Jabodetabek,No
CUST00361,2024-09-10,,Male,0,23,,Debit Card,,No
CUST00362,2024-01-06,28.0,,0,14,10.0,Credit Card,Jawa Barat,Yes
CUST00363,2024-10-24,70.0,F,4009813,31,31.0,Credit Card,Jawa Barat,Yes
CUST00364,2023-06-20,67.0,M,3282536,33,3.0,Debit Card,,Yes
CUST00365,2023-08-10,74.0,F,4842366,47,,Cash,,Yes
CUST00366,2023-06-21,,M,4666430,53,50.0,Cash,Jabodetabek,No
CUST00367,2024-09-12,,Male,704542,13,,Debit Card,,Yes
CUST00368,2025-03-04,57.0,F,2378978,6,31.0,Cash,Jawa Tengah,Yes
CUST00369,2024-08-26,,,0,51,,Credit Card,,No
CUST00370,2023-07-13,,Male,1125229,19,,Credit Card,Jabodetabek,No
CUST00371,2024-03-12,,,0,27,24.0,E-Wallet,Jawa Tengah,Yes
CUST00372,2024-07-19,71.0,,0,44,26.0,Cash,Jawa Barat,No
CUST00373,2025-05-25,73.0,Male,0,37,,Debit Card,,Yes
CUST00374,2024-02-03,28.0,Male,0,52,36.0,Credit Card,Jawa Barat,Yes
CUST00375,2025-01-11,,F,0,15,24.0,Cash,Jawa Tengah,Yes
CUST00376,2023-02-04,56.0,,2223531,13,,Debit Card,Jawa Barat,Yes
CUST00377,2024-11-16,20.0,F,151204,18,,Cash,Jawa Barat,No
CUST00378,2025-04-15,65.0,M,437801,36,,Debit Card,Jawa Barat,No
CUST00379,2024-05-30,71.0,M,169509,27,33.0,E-Wallet,Jabodetabek,Yes
CUST00380,2025-02-14,69.0,M,0,25,,Cash,,Yes
CUST00381,2025-03-30,,M,637664,25,41.0,Cash,Jawa Tengah,Yes
CUST00382,2024-07-21,51.0,Female,0,6,,Cash,Jawa Tengah,Yes
CUST00383,2023-08-29,68.0,Female,3383326,44,,E-Wallet,Jawa Barat,Yes
CUST00384,2025-02-21,32.0,,1643287,8,,Credit Card,,Yes
CUST00385,2025-02-21,,,4883496,56,,E-Wallet,,Yes
CUST00386,2024-02-08,32.0,Female,0,31,35.0,Cash,Jabodetabek,No
CUST00387,2024-01-06,,,3024788,14,25.0,E-Wallet,Jawa Barat,No
CUST00388,2024-03-10,53.0,Female,3988482,22,24.0,Cash,Jawa Tengah,No
CUST00389,2025-01-08,,M,3377255,9,37.0,Debit Card,,Yes
CUST00390,2025-05-19,42.0,,777250,12,,E-Wallet,,Yes
CUST00391,2025-04-13,69.0,M,350107,45,11.0,Cash,Jabodetabek,Yes
CUST00392,2024-02-26,,Male,3755617,36,,E-Wallet,Jawa Barat,Yes
CUST00393,2023-03-22,74.0,F,0,23,,E-Wallet,,No
CUST00394,2023-03-23,58.0,Female,3884613,40,,E-Wallet,Jawa Barat,Yes
CUST00395,2024-03-31,70.0,M,0,39,,Cash,,No
CUST00396,2023-06-20,28.0,F,674455,43,17.0,Credit Card,Jabodetabek,Yes
CUST00397,2023-09-26,72.0,,0,34,49.0,Debit Card,Jabodetabek,Yes
CUST00398,2024-06-23,,Female,3518828,19,29.0,Credit Card,Jabodetabek,Yes
CUST00399,2024-12-15,,,3979775,60,,Debit Card,,Yes
CUST00400,2024-05-08,75.0,,4097774,41,,Debit Card,Jabodetabek,No
CUST00401,2023-12-19,,M,1878908,20,1.0,Cash,Jabodetabek,Yes
CUST00402,2024-07-15,,M,0,52,19.0,Debit Card,,Yes
CUST00403,2023-08-14,,M,3342400,48,,Credit Card,,No
CUST00404,2023-07-12,68.0,Male,3597010,48,,Debit Card,Jawa Barat,No
CUST00405,2023-11-25,66.0,Male,0,18,,Debit Card,Jabodetabek,Yes
CUST00406,2023-08-27,52.0,Male,0,9,,Debit Card,Jabodetabek,Yes
CUST00407,2023-03-24,,Female,0,24,30.0,Credit Card,Jawa Tengah,No
CUST00408,2023-05-05,66.0,Female,2121938,58,,Cash,,Yes
CUST00409,2024-02-03,33.0,M,2082880,34,43.0,E-Wallet,Jawa Barat,No
CUST00410,2024-01-05,65.0,Male,2455105,17,,Debit Card,Jabodetabek,Yes
CUST00411,2025-03-19,,Female,1511108,51,18.0,Credit Card,Jabodetabek,No
CUST00412,2024-12-03,72.0,,800083,16,,E-Wallet,Jabodetabek,Yes
CUST00413,2023-08-27,70.0,M,4470791,51,7.0,E-Wallet,,No
CUST00414,2024-12-24,65.0,F,3751131,9,17.0,E-Wallet,,No
CUST00415,2023-03-12,30.0,,0,47,,Debit Card,,Yes
CUST00416,2023-01-20,69.0,,1689782,50,,E-Wallet,Jawa Barat,Yes
CUST00417,2024-09-19,66.0,M,0,13,,E-Wallet,,Yes
CUST00418,2025-06-13,59.0,Male,4097231,5,3.0,Debit Card,Jabodetabek,Yes
CUST00419,2023-02-20,49.0,M,4197499,54,,Debit Card,Jabodetabek,No
CUST00420,2024-07-25,68.0,F,2211104,30,41.0,E-Wallet,Jabodetabek,No
CUST00421,2024-06-15,69.0,Male,320511,54,20.0,Credit Card,Jawa Barat,Yes
CUST00422,2025-02-03,52.0,Male,4103504,16,37.0,E-Wallet,,No
CUST00423,2024-06-30,60.0,,849648,36,,Cash,Jawa Tengah,Yes
CUST00424,2024-07-30,,,3864746,28,,Debit Card,,Yes
CUST00425,2024-09-02,,Male,0,1,47.0,Debit Card,Jawa Tengah,No
CUST00426,2023-04-07,18.0,Male,0,2,,Cash,Jawa Tengah,Yes
CUST00427,2023-04-05,,,4865679,16,,Cash,Jawa Barat,No
CUST00428,2023-02-08,,,4023989,45,37.0,Cash,Jabodetabek,No
CUST00429,2024-10-11,,F,1971604,56,50.0,Credit Card,Jawa Tengah,Yes
CUST00430,2023-02-21,,F,2414629,21,33.0,Cash,Jabodetabek,Yes
CUST00431,2024-07-15,,F,1803908,22,,E-Wallet,Jabodetabek,Yes
CUST00432,2024-02-09,,,696833,31,36.0,Debit Card,Jawa Barat,No
CUST00433,2024-11-18,,F,3678243,60,37.0,Cash,Jawa Tengah,Yes
CUST00434,2023-12-25,,,4245450,2,,Cash,Jawa Barat,Yes
CUST00435,2025-01-27,46.0,Male,0,10,49.0,Debit Card,Jawa Barat,Yes
CUST00436,2025-01-27,,,0,31,,Debit Card,Jawa Barat,Yes
CUST00437,2024-08-19,,,4012979,47,10.0,Credit Card,Jawa Tengah,No
CUST00438,2024-11-01,,Male,4655048,40,18.0,Credit Card,,No
CUST00439,2024-01-25,69.0,,1660868,2,,Credit Card,Jawa Tengah,Yes
CUST00440,2023-09-11,74.0,,519185,33,30.0,E-Wallet,Jawa Tengah,Yes
CUST00441,2023-08-30,71.0,,0,44,,E-Wallet,Jabodetabek,No
CUST00442,2024-02-07,,Female,4979998,18,15.0,Credit Card,,No
CUST00443,2024-09-11,75.0,M,1103902,37,,Cash,Jawa Barat,No
CUST00444,2024-03-16,31.0,Female,2420602,56,,Debit Card,Jawa Tengah,Yes
CUST00445,2024-02-28,73.0,F,0,54,10.0,E-Wallet,,No
CUST00446,2024-09-02,58.0,Female,938250,12,,Debit Card,Jabodetabek,Yes
CUST00447,2023-07-08,66.0,F,3281200,55,,Cash,,No
CUST00448,2023-08-16,26.0,Female,0,49,,Debit Card,Jabodetabek,No
CUST00449,2024-02-19,72.0,Male,0,56,30.0,Cash,Jawa Tengah,No
CUST00450,2024-04-07,74.0,F,4101488,57,46.0,Credit Card,Jawa Barat,Yes
CUST00451,2023-10-26,,F,0,34,49.0,Cash,Jawa Tengah,Yes
CUST00452,2025-04-29,36.0,F,3617442,59,4.0,Credit Card,Jabodetabek,No
CUST00453,2023-07-03,74.0,F,0,27,,Debit Card,,Yes
CUST00454,2024-10-11,,M,4506540,8,6.0,Credit Card,,No
CUST00455,2024-08-02,50.0,Female,0,3,50.0,Debit Card,Jawa Barat,No
CUST00456,2023-05-01,,Female,3649106,50,,Debit Card,Jabodetabek,Yes
CUST00457,2023-08-11,57.0,,0,35,,Cash,,Yes
CUST00458,2023-07-09,44.0,Female,3513200,18,40.0,Credit Card,Jawa Tengah,Yes
CUST00459,2023-06-15,20.0,M,1401754,4,,Debit Card,,Yes
CUST00460,2025-02-15,55.0,F,0,21,,Credit Card,Jawa Tengah,Yes
CUST00461,2024-09-18,48.0,Male,3690400,27,34.0,Credit Card,Jabodetabek,Yes
CUST00462,2023-05-13,74.0,,3895596,55,,Cash,,No
CUST00463,2024-04-21,67.0,Male,0,13,1.0,Debit Card,,Yes
CUST00464,2023-09-18,,Male,4175276,14,1.0,E-Wallet,Jawa Tengah,No
CUST00465,2025-05-02,,Female,3238732,22,,Debit Card,Jawa Tengah,Yes
CUST00466,2024-10-04,,F,2140199,42,,E-Wallet,,Yes
CUST00467,2024-08-14,65.0,M,4184770,44,21.0,E-Wallet,Jabodetabek,Yes
CUST00468,2024-09-01,27.0,Male,3786936,35,,E-Wallet,Jawa Tengah,Yes
CUST00469,2024-06-21,,M,514056,24,,Debit Card,Jabodetabek,Yes
CUST00470,2023-12-15,41.0,F,3930661,2,31.0,E-Wallet,Jawa Tengah,Yes
CUST00471,2023-01-05,66.0,M,3430308,3,,Credit Card,Jabodetabek,Yes
CUST00472,2024-10-16,39.0,Female,4091730,48,20.0,E-Wallet,Jawa Barat,No
CUST00473,2023-06-11,,M,0,43,,Credit Card,Jabodetabek,Yes
CUST00474,2023-05-25,73.0,M,3433224,23,,Debit Card,Jawa Barat,No
CUST00475,2024-11-22,69.0,Male,0,4,9.0,Credit Card,,No
CUST00476,2023-11-16,,M,3375354,39,,Debit Card,Jabodetabek,No
CUST00477,2024-12-01,47.0,F,4704672,30,,Cash,Jawa Barat,No
CUST00478,2024-04-09,67.0,F,0,26,,Credit Card,Jabodetabek,No
CUST00479,2024-06-04,,Male,2157612,19,,Cash,Jabodetabek,Yes
CUST00480,2023-09-02,73.0,,0,35,,Debit Card,Jawa Barat,No
CUST00481,2024-07-11,48.0,Female,3436707,38,,Debit Card,Jabodetabek,No
CUST00482,2024-02-20,54.0,Male,3682367,7,29.0,Credit Card,,No
CUST00483,2024-11-07,72.0,Female,407875,53,9.0,Cash,Jawa Tengah,Yes
CUST00484,2024-03-21,74.0,M,2025524,44,,Credit Card,Jabodetabek,No
CUST00485,2024-12-21,,,0,4,24.0,E-Wallet,Jabodetabek,Yes
CUST00486,2024-02-20,36.0,F,4472666,26,,Cash,Jawa Barat,No
CUST00487,2023-10-23,,Female,3394740,25,,Debit Card,Jabodetabek,Yes
CUST00488,2023-05-21,22.0,F,0,43,28.0,Cash,,Yes
CUST00489,2023-08-20,,Female,3889453,53,,Cash,Jabodetabek,No
CUST00490,2023-02-08,72.0,,4493444,18,,Cash,Jawa Tengah,Yes
CUST00491,2024-06-13,,Male,3297979,47,,Credit Card,Jawa Barat,No
CUST00492,2023-12-18,75.0,,4434607,35,,Credit Card,,Yes
CUST00493,2023-02-06,,,0,52,,E-Wallet,Jawa Tengah,Yes
CUST00494,2024-05-11,,Male,859169,43,19.0,Debit Card,Jabodetabek,No
CUST00495,2024-08-28,35.0,Female,0,1,48.0,Cash,Jawa Tengah,Yes
CUST00496,2023-03-28,69.0,Female,1140677,52,34.0,Debit Card,,No
CUST00497,2024-10-19,44.0,M,4522530,11,,Credit Card,Jabodetabek,Yes
CUST00498,2024-11-30,,F,0,48,49.0,Cash,Jawa Tengah,No
CUST00499,2023-04-10,,,0,25,,E-Wallet,,Yes
CUST00500,2024-04-17,,Female,0,52,,Debit Card,Jawa Tengah,No
CUST00501,2023-04-11,70.0,,194367,54,5.0,Credit Card,,No
CUST00502,2024-08-31,68.0,Female,1338233,3,2.0,Credit Card,Jabodetabek,Yes
CUST00503,2023-09-17,23.0,M,4376559,37,12.0,Cash,Jabodetabek,Yes
CUST00504,2023-06-15,,Male,4451693,50,,E-Wallet,Jabodetabek,No
CUST00505,2023-07-25,,,0,12,29.0,Cash,Jawa Barat,No
CUST00506,2025-01-02,59.0,M,0,14,40.0,Credit Card,Jabodetabek,No
CUST00507,2023-02-08,66.0,F,0,2,32.0,E-Wallet,Jawa Barat,Yes
CUST00508,2024-02-18,71.0,Male,4080836,50,,Debit Card,Jabodetabek,No
CUST00509,2023-02-26,42.0,Male,0,22,,E-Wallet,Jawa Tengah,No
CUST00510,2024-12-13,,F,3370395,3,25.0,Credit Card,Jawa Tengah,No
CUST00511,2025-01-07,66.0,,1987036,9,3.0,Debit Card,,Yes
CUST00512,2023-12-14,66.0,Male,4047913,54,29.0,E-Wallet,Jabodetabek,Yes
CUST00513,2023-03-15,43.0,Male,3961272,56,35.0,Debit Card,,Yes
CUST00514,2024-10-09,,Male,3508942,42,9.0,E-Wallet,Jabodetabek,Yes
CUST00515,2025-04-03,47.0,Female,418257,8,32.0,Cash,Jawa Tengah,Yes
CUST00516,2023-12-10,43.0,Male,0,54,14.0,Credit Card,Jawa Tengah,Yes
CUST00517,2023-04-13,27.0,,1701587,29,16.0,Cash,Jawa Barat,Yes
CUST00518,2024-12-11,19.0,F,176632,60,,Debit Card,Jawa Barat,No
CUST00519,2025-01-04,,F,0,16,12.0,Credit Card,Jawa Tengah,Yes
CUST00520,2025-06-02,40.0,,2489206,8,34.0,Debit Card,,No
CUST00521,2023-06-30,58.0,Female,1309417,8,,Credit Card,Jabodetabek,No
CUST00522,2023-04-17,,Male,0,22,,Debit Card,Jawa Barat,Yes
CUST00523,2023-07-23,72.0,M,636812,47,,Debit Card,Jabodetabek,No
CUST00524,2023-03-17,38.0,F,0,56,,Cash,Jabodetabek,Yes
CUST00525,2024-10-09,45.0,M,0,24,,E-Wallet,Jawa Barat,Yes
CUST00526,2023-06-25,39.0,M,400197,8,,Debit Card,Jawa Tengah,No
CUST00527,2025-05-27,67.0,,4212408,55,15.0,Cash,Jawa Barat,No
CUST00528,2023-12-02,,F,3030416,28,48.0,Debit Card,Jawa Barat,Yes
CUST00529,2024-06-27,,F,0,47,50.0,Cash,Jabodetabek,No
CUST00530,2023-05-16,46.0,M,498511,45,,E-Wallet,Jawa Barat,Yes
CUST00531,2024-04-10,59.0,F,0,11,,Debit Card,,Yes
CUST00532,2024-12-08,70.0,M,4476189,1,41.0,Credit Card,Jawa Tengah,No
CUST00533,2025-01-23,69.0,Male,2425137,51,44.0,E-Wallet,Jabodetabek,No
CUST00534,2024-07-28,,Female,2101831,24,24.0,Debit Card,Jawa Tengah,Yes
CUST00535,2023-11-25,33.0,M,4546398,56,45.0,E-Wallet,,Yes
CUST00536,2024-12-27,35.0,,0,32,33.0,E-Wallet,,No
CUST00537,2023-10-23,70.0,Male,0,6,,Credit Card,Jawa Barat,Yes
CUST00538,2024-03-02,66.0,,770564,56,14.0,Debit Card,,No
CUST00539,2024-02-26,,,240103,5,2.0,E-Wallet,Jawa Tengah,No
CUST00540,2025-03-19,74.0,M,4765608,29,,Debit Card,Jawa Tengah,Yes
CUST00541,2023-06-20,,,1358573,10,,Debit Card,Jawa Tengah,No
CUST00542,2024-03-27,67.0,M,793761,8,,E-Wallet,Jawa Barat,Yes
CUST00543,2024-07-06,73.0,Female,0,23,,E-Wallet,Jabodetabek,No
CUST00544,2025-01-26,,,0,60,21.0,E-Wallet,Jawa Tengah,Yes
CUST00545,2025-01-19,69.0,F,4676832,47,,Credit Card,Jawa Barat,Yes
CUST00546,2023-04-05,,M,3842278,54,,Credit Card,Jawa Barat,No
CUST00547,2024-06-08,55.0,F,1315711,6,,Debit Card,,Yes
CUST00548,2023-06-01,74.0,F,2295620,59,,E-Wallet,,No
CUST00549,2025-01-15,,F,0,29,36.0,Cash,,Yes
CUST00550,2023-08-01,67.0,M,0,9,38.0,Cash,Jawa Tengah,Yes
CUST00551,2024-07-23,,F,0,41,,Debit Card,Jawa Barat,Yes
CUST00552,2024-07-26,,F,2473086,53,,Debit Card,Jabodetabek,No
CUST00553,2023-07-03,,F,4343341,31,,Debit Card,Jabodetabek,No
CUST00554,2025-06-08,,M,4255966,24,,Cash,Jabodetabek,No
CUST00555,2023-11-24,73.0,F,0,11,38.0,Debit Card,Jawa Tengah,Yes
CUST00556,2023-10-26,,,3879784,59,23.0,Credit Card,Jawa Barat,No
CUST00557,2024-12-02,58.0,M,0,56,,Credit Card,Jawa Tengah,No
CUST00558,2023-06-16,27.0,Male,0,50,,Debit Card,Jawa Barat,No
CUST00559,2024-04-16,50.0,Male,4286452,54,34.0,Credit Card,Jawa Barat,No
CUST00560,2024-12-27,,M,0,9,,Credit Card,Jabodetabek,Yes
CUST00561,2023-03-22,67.0,F,747098,20,9.0,Credit Card,Jabodetabek,Yes
CUST00562,2023-05-02,,M,328328,3,43.0,Credit Card,Jabodetabek,No
CUST00563,2023-07-09,37.0,M,554765,59,39.0,Credit Card,Jabodetabek,Yes
CUST00564,2023-04-12,69.0,,1608932,55,33.0,Credit Card,Jawa Barat,Yes
CUST00565,2024-12-15,30.0,,3009078,7,,Debit Card,,No
CUST00566,2025-02-18,,M,1742220,33,,Credit Card,,Yes
CUST00567,2023-12-02,25.0,F,0,46,19.0,Credit Card,,Yes
CUST00568,2025-05-25,72.0,F,0,15,,Debit Card,Jabodetabek,No
CUST00569,2024-03-24,,,3026813,32,44.0,Credit Card,Jabodetabek,No
CUST00570,2023-07-25,,,576653,5,24.0,Cash,Jabodetabek,No
CUST00571,2023-12-31,71.0,F,3584095,50,,Cash,,No
CUST00572,2024-10-05,50.0,Female,2056876,17,,Credit Card,Jabodetabek,Yes
CUST00573,2023-11-07,,,0,39,,Credit Card,Jabodetabek,Yes
CUST00574,2024-07-09,,M,0,43,,Credit Card,Jabodetabek,No
CUST00575,2023-07-01,,,0,29,30.0,E-Wallet,Jawa Barat,Yes
CUST00576,2024-11-06,49.0,,0,32,49.0,Cash,,No
CUST00577,2025-02-23,67.0,M,0,32,,E-Wallet,Jabodetabek,No
CUST00578,2024-01-25,19.0,Male,0,23,48.0,Cash,Jawa Tengah,No
CUST00579,2024-12-05,,Male,386765,16,,E-Wallet,Jabodetabek,Yes
CUST00580,2023-10-01,39.0,Male,2408283,30,,Cash,Jabodetabek,No
CUST00581,2023-12-11,71.0,F,3676166,7,32.0,E-Wallet,Jawa Barat,Yes
CUST00582,2023-09-29,,Male,0,41,5.0,E-Wallet,,No
CUST00583,2023-03-10,74.0,,4505140,7,,Cash,,No
CUST00584,2024-02-29,31.0,F,0,28,,E-Wallet,,Yes
CUST00585,2024-11-07,60.0,F,4316684,34,,E-Wallet,,Yes
CUST00586,2025-02-03,54.0,M,0,30,10.0,Cash,,Yes
CUST00587,2024-12-04,66.0,,0,18,19.0,Debit Card,,No
CUST00588,2024-07-27,33.0,F,954954,52,,Cash,Jabodetabek,No
CUST00589,2025-01-09,,F,0,51,18.0,Credit Card,Jabodetabek,Yes
CUST00590,2024-02-11,70.0,Female,1399815,58,,Debit Card,Jabodetabek,Yes
CUST00591,2023-04-03,54.0,Female,4392964,50,,Credit Card,Jawa Tengah,No
CUST00592,2023-05-28,74.0,Male,4689972,48,,Debit Card,Jawa Barat,Yes
CUST00593,2023-11-21,,,4809632,4,,Cash,,Yes
CUST00594,2025-05-11,33.0,Male,3996612,24,20.0,Debit Card,Jawa Tengah,Yes
CUST00595,2024-02-02,,Male,4894057,8,35.0,Cash,Jawa Tengah,No
CUST00596,2025-03-19,37.0,Male,1397482,59,,E-Wallet,Jabodetabek,No
CUST00597,2024-12-16,72.0,M,0,46,28.0,Credit Card,Jawa Tengah,Yes
CUST00598,2024-10-18,74.0,Female,0,30,45.0,Cash,Jawa Barat,Yes
CUST00599,2024-06-12,18.0,Female,3657922,6,8.0,Cash,Jawa Tengah,Yes
CUST00600,2023-07-23,72.0,Male,709980,44,,Cash,Jawa Tengah,No
CUST00601,2024-04-18,,Female,1091567,60,36.0,E-Wallet,Jawa Barat,Yes
CUST00602,2024-08-03,71.0,Male,0,10,,Credit Card,,Yes
CUST00603,2025-02-03,,F,3470776,14,,Cash,Jawa Barat,No
CUST00604,2023-07-04,68.0,F,0,47,44.0,Debit Card,Jabodetabek,No
CUST00605,2023-01-11,36.0,F,2041533,24,,Debit Card,Jawa Tengah,Yes
CUST00606,2023-04-08,43.0,,0,48,,Credit Card,Jabodetabek,Yes
CUST00607,2023-09-17,,,4271659,52,39.0,Cash,Jawa Tengah,Yes
CUST00608,2023-06-23,,,4871133,3,38.0,Cash,Jawa Tengah,No
CUST00609,2023-11-17,47.0,Male,4489513,28,,Debit Card,,Yes
CUST00610,2024-03-22,,Female,0,40,,E-Wallet,,No
CUST00611,2023-02-06,73.0,F,1995450,10,4.0,E-Wallet,Jawa Barat,Yes
CUST00612,2024-05-19,47.0,Male,0,23,,Debit Card,Jabodetabek,No
CUST00613,2024-08-20,40.0,Male,1341670,48,,Debit Card,,Yes
CUST00614,2024-01-18,,,0,2,19.0,Credit Card,Jawa Tengah,No
CUST00615,2024-08-31,27.0,Male,4742102,43,,E-Wallet,Jabodetabek,No
CUST00616,2025-06-02,,Male,4986880,47,37.0,E-Wallet,Jawa Tengah,Yes
CUST00617,2023-04-02,66.0,Male,0,17,12.0,Debit Card,Jawa Barat,No
CUST00618,2024-01-03,,Male,0,32,,E-Wallet,Jawa Barat,Yes
CUST00619,2025-04-10,,M,3563042,39,28.0,Debit Card,,No
CUST00620,2024-05-22,58.0,,0,30,44.0,Credit Card,Jawa Tengah,Yes
CUST00621,2024-06-19,47.0,F,2153247,9,,E-Wallet,Jabodetabek,Yes
CUST00622,2024-11-07,53.0,,3225721,28,27.0,E-Wallet,Jawa Tengah,No
CUST00623,2025-03-16,34.0,Female,2261599,48,,Cash,Jabodetabek,Yes
CUST00624,2023-12-16,71.0,Female,3658393,47,,Debit Card,Jawa Barat,No
CUST00625,2023-01-14,,Female,3909742,2,,Cash,,Yes
CUST00626,2025-04-03,75.0,M,3635017,53,,Credit Card,Jawa Barat,No
CUST00627,2024-05-07,26.0,Female,619395,45,13.0,Debit Card,,Yes
CUST00628,2023-04-30,58.0,Female,0,10,,Debit Card,,Yes
CUST00629,2023-12-08,49.0,Male,2035407,13,,Credit Card,,Yes
CUST00630,2023-08-26,72.0,Male,2474921,32,,Credit Card,,No
CUST00631,2024-09-29,70.0,M,3561719,27,31.0,Cash,,No
CUST00632,2024-09-08,,F,0,29,15.0,Debit Card,Jawa Tengah,No
CUST00633,2024-12-08,71.0,Male,0,52,11.0,Cash,Jawa Barat,No
CUST00634,2024-07-24,29.0,Male,0,32,20.0,Credit Card,Jawa Tengah,Yes
CUST00635,2023-04-27,70.0,,3366403,3,,Debit Card,Jabodetabek,No
CUST00636,2025-05-23,,,0,50,,Credit Card,Jabodetabek,Yes
CUST00637,2023-06-21,46.0,Male,4639243,40,7.0,Debit Card,Jawa Tengah,Yes
CUST00638,2024-10-24,69.0,M,4597955,32,47.0,E-Wallet,Jawa Barat,Yes
CUST00639,2024-06-01,,Female,1893781,16,,Credit Card,Jawa Tengah,No
CUST00640,2024-02-28,,F,3317951,27,15.0,Cash,Jawa Tengah,No
CUST00641,2024-02-16,19.0,Female,4504970,5,,Cash,Jabodetabek,No
CUST00642,2024-02-16,65.0,,4892703,4,,E-Wallet,Jawa Tengah,No
CUST00643,2024-07-11,,,2363718,45,,Cash,Jawa Tengah,Yes
CUST00644,2024-06-16,59.0,,1414714,35,,E-Wallet,Jawa Barat,Yes
CUST00645,2023-01-29,73.0,,0,49,41.0,E-Wallet,Jawa Barat,Yes
CUST00646,2023-05-07,71.0,Male,613226,54,,Credit Card,,No
CUST00647,2023-11-03,74.0,M,0,16,48.0,Debit Card,,No
CUST00648,2023-04-11,51.0,Female,4083077,13,,Cash,,No
CUST00649,2024-01-14,23.0,,1932104,31,,Cash,,Yes
CUST00650,2023-05-28,,,3922914,60,,Debit Card,,Yes
CUST00651,2024-04-29,67.0,Male,4810411,8,45.0,Debit Card,Jawa Tengah,No
CUST00652,2023-05-01,,M,0,37,19.0,E-Wallet,Jawa Tengah,Yes
CUST00653,2023-11-09,,M,267347,10,,Debit Card,Jawa Barat,Yes
CUST00654,2024-08-09,49.0,M,2446537,56,,Cash,Jawa Tengah,No
CUST00655,2024-11-14,72.0,F,707043,33,,Debit Card,Jawa Tengah,No
CUST00656,2024-11-17,74.0,F,1868105,58,,E-Wallet,Jabodetabek,Yes
CUST00657,2024-09-25,65.0,,4176595,8,42.0,Credit Card,Jawa Barat,Yes
CUST00658,2023-09-09,48.0,,4380459,12,,Cash,Jabodetabek,Yes
CUST00659,2023-07-04,,F,1835262,32,,Credit Card,Jawa Tengah,No
CUST00660,2023-09-19,42.0,Male,3208317,11,19.0,Debit Card,Jawa Tengah,Yes
CUST00661,2024-02-04,44.0,Male,0,12,2.0,E-Wallet,Jawa Barat,No
CUST00662,2024-05-19,,,1725016,4,13.0,Cash,Jabodetabek,Yes
CUST00663,2024-10-10,,Female,0,5,31.0,Credit Card,Jawa Tengah,No
CUST00664,2024-04-01,74.0,Male,3516562,42,,Debit Card,Jawa Barat,No
CUST00665,2023-01-02,41.0,F,0,59,,E-Wallet,Jawa Barat,Yes
CUST00666,2025-05-12,,Female,0,54,,E-Wallet,Jabodetabek,No
CUST00667,2025-01-12,73.0,,443329,26,45.0,E-Wallet,,Yes
CUST00668,2023-10-07,74.0,Female,4853738,22,,E-Wallet,Jawa Tengah,No
CUST00669,2023-01-05,72.0,Male,3033291,9,42.0,Debit Card,,No
CUST00670,2024-11-19,,Male,3170181,42,5.0,E-Wallet,,No
CUST00671,2023-07-17,,F,4759816,1,,Credit Card,Jawa Barat,No
CUST00672,2023-08-28,69.0,F,1650810,53,,E-Wallet,Jabodetabek,Yes
CUST00673,2025-06-09,72.0,M,1026971,53,,Cash,Jawa Barat,Yes
CUST00674,2023-09-23,68.0,,3137071,9,48.0,Debit Card,Jawa Tengah,Yes
CUST00675,2024-03-13,30.0,Male,0,44,,E-Wallet,,Yes
CUST00676,2023-02-18,44.0,M,0,24,34.0,Cash,,Yes
